Title,Subtitles,Author,Category,Goal Amount,Current Amount,Image,Video,Is_Top,Is Recommended,Start Date,End Date,Creation Date,Content,Tags
Mental Health Support App for Teens,"Preserving the past, for the future.",Kevin Mccormick,Publishing,1233361,8773549,Images/Mental Health Support App for Teens_890.png,,False,False,2024-03-17,2024-09-26,2024-09-04,"Our wearable tech is designed to track vital signs and give real-time health insights. With AI-powered data analysis, you’ll have personalized health advice at your fingertips. Let’s make preventative healthcare more accessible!","['Art', 'Gaming']"
Wearable Tech to Monitor Your Health,Redefining personal productivity with smart AI.,Larry Mccullough,Community,2129876,9591458,Images/Wearable Tech to Monitor Your Health_891.png,,True,True,2024-05-19,2024-09-16,2024-09-03,"Explain how your invention solves a major problem or improves upon existing technologies. Include details about the research and development process, and share a timeline for production and delivery. Provide a demo video or early prototypes to showcase functionality","['Animals', 'Animals']"
Electric Bikes for a Sustainable Future,"Smart, efficient, and affordable home protection.",Erin Young,Education,4465830,3648597,Images/Electric Bikes for a Sustainable Future_892.png,,True,False,2024-07-17,2024-09-28,2024-09-03,"Help us bring cutting-edge technology to the masses! [Your Invention] will transform everyday life, offering users the next-generation experience they deserve. Be part of the tech revolution—support innovation today!","['Music', 'Tech']"
Reusable Masks to Protect the Planet,"Preserving the past, for the future.",Anthony Sanchez,Photography,1395049,2311258,Images/Reusable Masks to Protect the Planet_893.png,,False,False,2024-03-09,2024-10-10,2024-09-10,"Help us bring cutting-edge technology to the masses! [Your Invention] will transform everyday life, offering users the next-generation experience they deserve. Be part of the tech revolution—support innovation today!","['Travel', 'Film']"
Solar-Powered Charger for the Future,Bridging the gap between knowledge and access.,Debra Cooper,Events,1312830,358815,Images/Solar-Powered Charger for the Future_894.png,,True,True,2024-05-04,2024-09-18,2024-09-13,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Charity', 'Tech']"
Mental Health Support App for Teens,"Clean water on the go, for any adventure.",Rick Norman,Publishing,6826405,8695297,Images/Mental Health Support App for Teens_895.png,,False,True,2024-05-02,2024-10-10,2024-09-10,"Clean water is a basic human right, yet millions still lack access. We’ve created a compact water purifier that fits in your backpack and provides safe, drinkable water anywhere. Join us in solving the world’s water crisis.","['Gaming', 'Health']"
Revolutionize Tech with AI,"Building the future with science, technology, engineering, and math.",Tracy Jenkins,Film,9000710,3383012,Images/Revolutionize Tech with AI_896.png,,False,True,2024-03-19,2024-09-17,2024-09-07,"Meet the AI assistant that’s smarter, faster, and more intuitive than ever. Our goal is to make AI accessible for every home, helping users stay productive and organized like never before.","['Animals', 'Tech']"
Crowdfunding Cancer Research Breakthroughs,Unveiling the real stories behind our changing planet.,Robert White,Gaming,7260800,2432375,Images/Crowdfunding Cancer Research Breakthroughs_897.png,,True,False,2024-08-01,2024-10-13,2024-09-04,"Explain how your invention solves a major problem or improves upon existing technologies. Include details about the research and development process, and share a timeline for production and delivery. Provide a demo video or early prototypes to showcase functionality","['Food', 'Film']"
A Portable Water Purifier for Everyone,"Harness the power of the sun, anywhere, anytime.",Meredith Espinoza,Publishing,1785523,4129246,Images/A Portable Water Purifier for Everyone_898.png,,False,False,2024-05-13,2024-10-08,2024-09-03,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Community', 'Animals']"
Mental Health Support App for Teens,"Preserving the past, for the future.",Sheri Tran,Animals,4309859,3415777,Images/Mental Health Support App for Teens_899.png,,False,False,2024-06-18,2024-09-30,2024-09-02,"Explain how your invention solves a major problem or improves upon existing technologies. Include details about the research and development process, and share a timeline for production and delivery. Provide a demo video or early prototypes to showcase functionality","['Health', 'Community']"
Plant-Based Supplements for Optimal Health,"Interactive, fun, and effective – promoting healthy habits.",Edward Holmes Jr.,Community,7224506,1106476,Images/Plant-Based Supplements for Optimal Health_900.png,,False,False,2024-09-06,2024-10-05,2024-09-10,"Our wearable tech is designed to track vital signs and give real-time health insights. With AI-powered data analysis, you’ll have personalized health advice at your fingertips. Let’s make preventative healthcare more accessible!","['Environment', 'Tech']"
The Future of 3D Printing,Bringing cutting-edge technology to your fingertips.,Daniel Mathis,Tech,980627,6102123,Images/The Future of 3D Printing_901.png,,False,False,2024-08-17,2024-09-15,2024-09-06,"Meet the AI assistant that’s smarter, faster, and more intuitive than ever. Our goal is to make AI accessible for every home, helping users stay productive and organized like never before.","['Charity', 'Education']"
Fight Childhood Obesity with Our App,"Smart, efficient, and affordable home protection.",Ashlee Bennett,Education,3836647,1280884,Images/Fight Childhood Obesity with Our App_902.png,,True,False,2024-01-04,2024-09-15,2024-09-11,"Explain how your invention solves a major problem or improves upon existing technologies. Include details about the research and development process, and share a timeline for production and delivery. Provide a demo video or early prototypes to showcase functionality","['Family', 'Sports']"
Cutting-Edge Robotics for All Ages,Unveiling the real stories behind our changing planet.,Ryan Smith,Tech,786187,5847917,Images/Cutting-Edge Robotics for All Ages_903.png,,False,False,2024-05-25,2024-09-29,2024-09-05,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Gaming', 'Publishing']"
Cutting-Edge Robotics for All Ages,"Harness the power of the sun, anywhere, anytime.",Cody Sexton,Film,4280892,769465,Images/Cutting-Edge Robotics for All Ages_904.png,,True,False,2024-04-14,2024-09-23,2024-09-12,"Help us bring cutting-edge technology to the masses! [Your Invention] will transform everyday life, offering users the next-generation experience they deserve. Be part of the tech revolution—support innovation today!","['Education', 'Charity']"
Organic Skincare Line for Sensitive Skin,"Track, analyze, and improve your health seamlessly.",Calvin Espinoza,Business,99109,2526445,Images/Organic Skincare Line for Sensitive Skin_905.png,,False,True,2024-06-22,2024-09-18,2024-09-12,"We’re creating a smartwatch that goes beyond fitness tracking. With AI integration, enhanced features, and a sleek design, this will be the most advanced watch ever created. Help us make it a reality!","['Environment', 'Fashion']"
Revolutionize Tech with AI,Giving every child a chance to succeed.,Michael Espinoza,Photography,5061634,548436,Images/Revolutionize Tech with AI_906.png,,True,False,2024-01-11,2024-09-22,2024-09-13,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Food', 'Tech']"
Virtual Reality Fitness: Work Out at Home,"Smart, efficient, and affordable home protection.",Jacob Roy,Art,5337494,8980877,Images/Virtual Reality Fitness: Work Out at Home_907.png,,True,True,2024-06-28,2024-10-09,2024-09-06,"Clean water is a basic human right, yet millions still lack access. We’ve created a compact water purifier that fits in your backpack and provides safe, drinkable water anywhere. Join us in solving the world’s water crisis.","['Tech', 'Publishing']"
Reusable Masks to Protect the Planet,Giving every child a chance to succeed.,Troy Sparks,Education,5634904,737322,Images/Reusable Masks to Protect the Planet_908.png,,True,True,2024-08-11,2024-10-01,2024-09-08,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Tech', 'Business']"
Electric Bikes for a Sustainable Future,"Smart, efficient, and affordable home protection.",Nicholas Butler,Publishing,6824327,1127632,Images/Electric Bikes for a Sustainable Future_909.png,,False,False,2024-01-02,2024-09-19,2024-09-06,"Our wearable tech is designed to track vital signs and give real-time health insights. With AI-powered data analysis, you’ll have personalized health advice at your fingertips. Let’s make preventative healthcare more accessible!","['Sports', 'Travel']"
Electric Bikes for a Sustainable Future,"Interactive, fun, and effective – promoting healthy habits.",Amanda Chase,Gaming,9693809,5442137,Images/Electric Bikes for a Sustainable Future_910.png,,False,False,2024-02-08,2024-09-20,2024-09-09,"Our wearable tech is designed to track vital signs and give real-time health insights. With AI-powered data analysis, you’ll have personalized health advice at your fingertips. Let’s make preventative healthcare more accessible!","['Fashion', 'Business']"
